text;label
selama proses waspadai ulama kubu ahokyakni ulama munafik yang sesat dan menyesatkan;HS
anies akan merangkul duanya untuk persatuan tidak spt ente dangkal cekak intelektual hanya jadi budak ahok kafir;HS
kebiadaban ahok cina kafir rakyat kecil yg jadi pkl asongan digusur dan dianiaya spt teroris ahok kafir biadab;HS
rt tapi kenyataanya jutaan rakyat kecil asli pribumi yg miskin justru semakin dimiskinkan oleh ahok cina kafir;HS
itulah indonesia yg dibully org yg beneryg salah dan binatang seperti nomor tiga dibiarin berkeliaran pak an ;HS
 smg sipenista agama n ateknya matinya tdk wjar n jasadnya tdk dtrma tnh n dia tdk prnh mrs kn sorgaaamiin semoga tuhan setuju;HS
iyakelasnya penista agamabs nya cm ngebacot doang yg arogan sk blg taik nenek luoh ya sumber waras n nama d kasus e ktp apkabarskakmat;HS
penjarakan semua cina kafir dan ateis termasuk ahok pemimpin babi tukang korupsi;HS
kampanye rasis ngmg nya pihak ahok yg di untungkan goblok kafir mana ada di untungkan kalau pada di perkosa bunuh lu enak berduit;HS
hahaha idiot bilang kpd orang kafir terurama para nasrani pendukung ahok kafir jangan memasuki wilayah syariat islam;HS
i hasil makmak kalian jual pukinya bagi kslian yg berpihak kepada pki dan si ahok anak china anjing kafir ini serta nkri bukan didapat;HS
tim pendukung sakit jiwa kehilangan akal sehat ide ;HS
 hati hati mereka mulai prustasi dan memainkan cara cara kasar karena hasil dari berbagai survei si penista agama kalah;HS
hookk masuk gorong aja loe ;HS
kayak gini nih kampanye tim aniessandiuno ke kampung mengintimidasi masyarakat kampungan ye ;HS
si kutil babi telah melecehkan pribumi dan umat islam ;HS
ngomong aja ente sama kaca memecah belah kerukunan lagi hok ente bisanya ngaco ;HS
 terorist nyata di indonesia bukan wahabi bukan onta tapi babi babi milik cina penebar teror sesungguhnya;HS
rt sadarlah wahai anak bangsa ibu pertiwi sedang diporakporandakan oleh manusia biadab sebagai aktor utama;HS
sepertinya gerombolan rindu kerusuhan hati dikabul tuhan ;HS
ahok and bani serbet and wereng coklat memancing umat muslim supaya marah dengan kalian itu kumpulan orang sinting;HS
 baru ada direzim jokopretsetaniblisdajjal dibangkitkan dr kuburnya mereka gembira berpesta pora setelah lama dibelenggu;HS
yang anti cina mau ganyang cina tuh siapaaaa kami cuma anti ahok sang penista agama ;HS
udah bingung kalik mau pakai cara apa untuk kampanye sampai bikin fitnah yang kayak begituan depresi ya takut kalah ;HS
tahukah anda apa persamaan antara malin kundang dengan ahok mereka berdua samasam durhaka ;HS
haduh kelakuanmu hok soksokan menjaga keberagaman padahal provokator rasis ;HS
rt bikin darah mendidih bangsat penuh dengan propaganda emang lo kira islam radikal kalau kami mau;HS
kapolda babi biadap dan bodoh gak punya otak kali;HS
jangan lagi deh hina islam anda itu manusia hina dibandingkan agama yang mulia anda bukan siapa bukan apa ;HS
ahok kafir dan budaknya atau anjing nya hanya sebagai sampah agama islam dan sampah masyarakat;HS
umat agama islam dijakarta sangat haram dan sangat najis sekali dengan ahok kafir kristen;HS
 april cnn kibarkan bendera kuning atas kematian ahokdjarot;HS
itulah akibat ulah orang kafir nasrani persis seperti ahok kafir yg melarang jilbab kepada anak sekokah di jakarta;HS
baswedan pantas jadi gubernur jakarta dan komisioner kpk ahok kafir pantasnya jadi germo di alexis;HS
rt bagaimana klo kita ganyang beneran hokitu sih maunya elo ya hokadu domba pribumi dengan tionghoajangan;HS
masalahnya djarot tidak bisa memikirkan rakyat kecil pribumi bisanya hanya membabu kpd cina betul songong jongkok;HS
otak wc otak babi yg menerima ahok kafir kamu ahok kafir bkn sekedar menghina sdh anggap islam itu sampah;HS
dalam putaran dua nanti jika sampai ahok kafir curang umat islam sudah komitmen jakarta akan dijadikan lautan api sudah tidak mikir hukum;HS
 ahok menciptakan bara api antara rakyat pribumi dengan tionghoa yg dibalut dengan phobia ahok kafir rasis;HS
jangan heran pemerintahan jokowi sekarang ini budaknya kulinya cina ahok kafir dan naga;HS
ya itu namanya cawgub goblok gak ngerti peraturan debatkelihatan bego dan liciknya itu sandiaga uno;HS
bodoh jika para pendukung ahok yg muslim tidak tersinggung sama sekali tapi bisa aja sih quran d hina saja mrka diam ;HS
gubraaaaak malu liatnya untung semalem debat ga kaya mata najwa coba kalo formatnya sama pasti ringsek dah pasangan asu;HS
yg jelas otak ahokdjarot sudah sangat tumpul sangat loyo dan stress sudah jebol harus dicopot dan diganti;HS
ahok kafir bukan hanya maling tapi juga garong lahan laut milik nelayan dirampok dirampas untuk reklamasi yg menguntungkan cina kafir;HS
sumpah bego bgt sih kesel gue kenapa ada org yg vote makhluk kayak sandiaga uno coba oh agama;HS
responden yangg goblok belum faham juga wartawan beritasatu juga goblok nanti klo aniessandy sudah memimpin sangat mudah;HS
fpi renovasi masjid itu sangat tepat ahok kafir kristen ngapain ngurusi masjid apa hubungannya;HS
mengapa ahoker kristen munafik tidak berhenti mengolok gereja stiap hari apakah mereka memang dibriefing ahok untuk menghina si bumi datar;HS
uma surveynya si botak yg menangkan ahok karena apa karena dia cina kristen bukti kalo si botak dukung sesama cina kristen;HS
ahok pemecah belah ummat ajaran kristen konyol demi meraup suara muslim jelas ahok ini rasis pki tulen;HS
woy lu udah nonton yang ini fitnah pale lu peyang gym ;HS
ahok memilih pemimpin berdasarkan agama melanggar konstitusi sebaiknya babi ini di bungkus aja congornyapecah belah umat beragama;HS
saya pribumi kristen dan mendukung ahok tapi saya paling anti dengan manusia bodoh dan goblok seperti steven hadisurya sulistyo;HS
maksudnya terbukti korupsi dan penistaan agama nya ya om bangsat lo taik lo maaf gw pake bahasa babi ahok;HS
ehh taik bangsat lo omongan elo kayak iwan bopeng yg mo potong leher tni bangsat lo iwan bopeng baekin tni taik lo;HS
ehh anak anjing ahok kelan itu blon siuman mending emut bool basuki lagi aja sana kasih tau sama babi yg lain bool basuki wangi gitu;HS
cwe cakep tp begopantes gk lakusi ahok cina bau taimakan bubur encerahok faham komunismenista islam kristen;HS
dan ajeng pasti paham si babi ahok klo bicara santun bangsat taik anjing setan lo dngn intonasi yg familiar tuntuna;HS
itu dia bunuh aja yg didepan mata dia mafia koruptor nya penista agama pula panggilan popular nya babi ahok;HS
gimana dgn sumber waras trans jakarta ko jokowi diem ajah harusnya si kutil babi ahok di ganyang;HS
muka si babi ahok tuh yg mirip serbet lantai;HS
betul bang hancurkan merka bang musnahkan china babi dibumi pertiwi indonesia berkedok reklamasi itu ahok;HS
sapa yg bilang ahok anti korupsi klo grombolannya ngomong gtu wajar ahok itu mafia koruptor sang penista agama yg dilindungi istana pki;HS
gw juga ngimpi sentilin biji babi ahok pcetar pcetar langsung kejang die ngadu ke jkw jkw makanye sunat dulu bru ngomong almaidah;HS
mudahan gw ketemu sama si babi iwan bopeng di tps nya anjing ahok;HS
